client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
17ea9722a7d39e2d80a05f3689d4dc1632734610f57db8c389a79747801f3096156dcef5894395d67fbc6333244d2373cdb56d61e72a3b0e92bf8af5aa0ea62e	common_voice_en_37398637.mp3	Birds from humid regions are darker than those from dry regions.	2	0					en	
1895fd41d230570cdd48273eabc9df6cd53cf97c12f3ef2127c005780121d568074686193914c7358f628dbe0db87646aaab880118e2c451b50edf487d552079	common_voice_en_37798232.mp3	He constantly overeats and watches classic movies, and his hero is Ward Cleaver.	6	0			United States English,ohio,Midwestern		en	
1d6e4bc98ac6b2bc78bb86c444cdc9858288a720a7ffa393ab64bdc199348356db5495e6debeec1cf87560802d9e3f4e1c1e55992516afae14c236e377f7176f	common_voice_en_37614458.mp3	She has written about it in "The Sun" and in "Pensions Week".	2	0	twenties	male	United States English		en	
1dfccb2c9f06400d05b22086331559f95dcd7c7f294b555ff19e09c0c2d9bcdd5606085fdcd27202d2021e3dde38bb20f38f57b9613c11446eaff302a114c13c	common_voice_en_37879195.mp3	The helicopter manages to land on the plateau and extract Swann.	2	0					en	
1ea509cc35454b510cc140e37bc0019d8e021f22946b14e07d764af83422be6adfe7abe31b5b402962997597e6470403a09041bf1968ef93be878c3d8bc89064	common_voice_en_37323803.mp3	Jef Raskin jokingly stated: Yes, we named our software after a bug.	3	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
1ecd97a3ae3856c035bb1285fc21231ff1baca87dec6837ba820c27a49d41c26bc33018845e7ade684ad582532e34ebcc27ea8bad6181acf0b2b2032440c285f	common_voice_en_37799330.mp3	Archaeological evidence and old drawings indicate that many more once existed.	2	0			India and South Asia (India, Pakistan, Sri Lanka)		en	
1ed08d5d71e18d16c8707b187713464a7e07e17364c7cff3c86dabe5ae58c6a21ef39a193d13c2cc51676c0c01cc3c45b1c1a25d9cbf92618defbc2ad9220398	common_voice_en_37433497.mp3	A basketball was too heavy while the basketball bladder was too light.	2	0	twenties	female	United States English		en	
203ffbcab8c5cfd92e21c94fa9eb3350edc7d3847e33545d0e7ad64d2da6eca63ccc29c753be477a431c492c6900c933e88ab6d5bb918a9ca50b5c065d54860e	common_voice_en_38006516.mp3	Todman was born and raised in the United States Virgin Islands.	2	0	thirties	male	Southern African (South Africa, Zimbabwe, Namibia)		en	
2087eba48cfe95f170842c028b7fb3e5cadee6c08185d4b5e7d8afa373d104f890d5e747563af0eaa8c617fbd7d92c8d003330a3e8060ab0986c49eb88ddb4ba	common_voice_en_37506916.mp3	It was the first and last time Hitler watched a football match.	2	0			United States English		en	
22cd638ad5a63849f361b28181c4842799da84f4e086c185d9a0b7e89ef3e7e94e65c854e824de3458492ed4e54c94bbe6fd9b48a9e50f04caff3e7232eaef4b	common_voice_en_37463815.mp3	The book contains Coleridge's celebrated and vexed distinction between "imagination" and "fancy".	2	0			United States English		en	
23c57e2ba3e0918e44855a5f5b080ad3686f9f77d4c9f63a5d14252ed4ce4d2c784dcef80ae47f1053873d799d889035429933c5e82c46d0da52cadb5dc41b17	common_voice_en_37344370.mp3	He was introduced into silver screen by Wilson Karu.	2	0	teens	female			en	
2461c02d18303f9faaa3cec1764d2211583e724a86fa92575093376a3990f937f02a1abd8eb00fbfed992859d3006a9ebb12507fb5877361dde0574185d67a97	common_voice_en_37432703.mp3	His internal organs were sent to the church of Saint Martin at Halle.	2	1			India and South Asia (India, Pakistan, Sri Lanka)		en	
27459c808cb85beb517547e1444c4b4a8fbae2e6dde9d75ee0465dc1ffd88e1da85147ec511905402eea6c3b8961a4a0ca3278b372b247a63c8b038adacae9ba	common_voice_en_37511524.mp3	"Mech" looks at high-tech policing in the future.	2	0	twenties	male	United States English		en	
29562069a5048d7b83886e55d02aca1700bdf199fce0f44d354144a7096c27e656bca721f2f9aae7d02b6c195d1e5b8df3324242420a4d0593f00cee6039d968	common_voice_en_37559211.mp3	He had six children, three boys and three girls.	2	0					en	
2b902a13adcdc7e545957b8bccb9e1d935f44971271f35e079355ff66d742aff38d2f41a9eb33e548f388f237649ee1e96776e078071f5d10ce84cd4c3599be1	common_voice_en_37475392.mp3	He gives you confidence.	2	0			United States English		en	
2c1fe69c127b70d64069a28d17027cb3471c90b64c1834d819b6f6d41dcfab74123574f2351b955a794e349615fb2ca2c1a0a0507972a25d99711f58f5c9e667	common_voice_en_37617995.mp3	Morgan received Figure along with two other horses as payment of a debt.	2	0			England English		en	
2cffd0d7f6d725e623f24321185bd64eb4bd7c3ded6eea0c1a8040f5f4bbdf205e35cca0c2eeab415e0ba3394c461e3b4e340ed0c5ba6a00c420e45447387703	common_voice_en_37543489.mp3	Amateur champion who went on to play the Champions Tour.	4	0			United States English		en	
2da9e60908936537f5ff582152662d84953abbf2fd875f150528a4fa959d54cebee0a52b386181f0ed8a806680d9738a880834001343075400cc1045f5c59359	common_voice_en_37553048.mp3	In her complex nature it is perhaps possible to detect the original nucleus.	2	0					en	
2edf2d5e1ce320a4b8f454b1ee8fd81f21743b43d991b888f40f3654c4bcc048c258a8da00cb23d619b93b9fedeab9d7eeb2ad54163ed3381c5548c0848fdd80	common_voice_en_37778073.mp3	You come into the world and then you go.	2	0					en	
2f24fd0456a74cab024b8f38b3a0b9de818b92d95d68b842fc5d3d831ff9f1e207e16672da61767751147e8651724c2a2e795acf9728b1eeff94675e41a3b06a	common_voice_en_37364201.mp3	our ability to do good things for people.	2	0			United States English		en	
2fe3062fffe88733138a0e6860a338b4e63dfd5e646ee5bebbc1ee21e3fb087f091f8e22455d37466ef357bab91a4aa3d8077cee97f648c61a94d47a961c1d9c	common_voice_en_37473806.mp3	The band made some recordings with producer Tom Dowd overseeing, but they were scrapped.	2	0			England English		en	
32386834397e468c7f3f2cb79675cb0115bf17694eb0f20a2a4565f89e63898f9e9c5f918a3b14af59f31a2328c5fd5b3913f90da1d33bb4b7ea4a167df5d5ca	common_voice_en_37506196.mp3	Eventually Koss dominated the headphone market, competing mainly with Telex.	2	0			United States English		en	
3651a029aa971c02f0aca91f7079da828b2c2096e497ed29a154b390e81a45151b68ec840b58e7e0f73440ed4fa68e76447bdbf7909119144143e4a7ca3b453a	common_voice_en_37337192.mp3	The pass is notable as inspiration of a C. W. McCall song.	4	0			England English,Northern		en	
3873dd5c522d232a2ac59cb0e36b94ab0536f9f80553b1f8d6306bc7a726cc1392b8822f437549673702ffde0277331670e2abe6cc455bce0834e81214582902	common_voice_en_37872291.mp3	It is the largest cable company in Iowa and second largest in Illinois.	2	0			United States English,Australian English		en	
3d7565f589ff9e4442e38442c7d6334aa5008356d390c819e8c9bcbe4b92683c71f07913f73c6b40b9a2c6ab2565ed632faabd60ff7640df758a82af1fc39c89	common_voice_en_37472473.mp3	These eggs are buried in soil for protection.	2	0					en	
3ec684f06d72aa5a25b0ae322389a241c4b686ae5052455ca8d775e7e1f496af5c3a1209e42a95b936c9b3abf680cbd3b7233ad12e8fe760d473f445e78ed65a	common_voice_en_37673682.mp3	Different systems define different sets of digraphs and trigraphs, as described below.	2	0	twenties	male	Southern African (South Africa, Zimbabwe, Namibia)		en	
3ee87767b4fe7506916b3408432877dae498df2d0e0f8f8f1e3052e38fef0fc6fcf09e7e64e9a9a8fcfd83cb063f80061d28f6a9eba4e650d579f5d6a6751f8f	common_voice_en_37803161.mp3	Erogenous zones may be classified by the type of sexual response that they generate.	2	0	fourties	male			en	
3fa8caae0f0704506e7a754af9851a4f94781c7722197085e2a96dc9228c81f5ecc6e0c07e36bfc9248369b04e9beaa70fdeedb6e7efd6206bf87e60d32cacb4	common_voice_en_37422019.mp3	Hence, C naturally prefers to invoke the jurisdiction of State Y's courts.	4	0			United States English,Colorado		en	
41572781186e21e849c8741cf47da789c9916034b2e4fc69d7fed7d4e8adeb4332fd8e89b3e64adadfffdceca38de6d96aabf020a3fc2df94fd115bcdb3b379c	common_voice_en_37633576.mp3	Other reported side-effects were angina and Stevens-Johnson syndrome.	2	0					en	
41bede29633de475568348f885895b4ccf07400a77505f841f7b52d5173a178afac53e7b02c595a9641e06b8af65d92ee280255bd6ac6766b2e403207197a745	common_voice_en_37547701.mp3	Young then left the band to go back to university.	2	0					en	
4214da19c093b5f76a9c2b4622c040687ed94e94b9965007caac31518e916acad1c1a3a4b1df70c351f45b6ba2ddba8f72628f56964b1bbf2a6c17b18cce4d53	common_voice_en_37382181.mp3	Dickens Heath has attracted both criticism and praise in equal measure.	2	0			Scottish English		en	
42fd73ed9709053f56bcdedf4df165450c52427090e2d2f350bc90ccefcb63600117a747aad42d210aae9fd0fa84120323bd24cfac889684521c28f8418ee553	common_voice_en_37402787.mp3	Carlos Barbosa were the defending champions.	2	0			United States English		en	
44b9fad5303dc08293d2f6da6ef0995d8faa1d5a59aca7f83838879c486a1cf4433961edce099f75bcb490efc1cdb4bf75648c899d30bf6896710e80630d2ed0	common_voice_en_37318416.mp3	The word was believed to be Koori for "Rainbow".	2	0	thirties	female			en	
44fc22be52d1a793c231131bbb12ce7a0e7b575d448235b03b17483a5ed5903eecadfa9eb8fe093fd0f79a7f2829c2980ec4cfb7ab3bb8aa5566d1bcdc53ef56	common_voice_en_37405855.mp3	He operated two stores in Salina.	2	0					en	
453cd5284533e11157db489322a8b2f65d9f39904658bb164c0d2b4ee405ae19643aecda138dc57262c265f1aad6e9b4947f41e22d11e1674692b4c346704565	common_voice_en_37464867.mp3	When she was unable to sing because of her illness, she played the violin.	2	0					en	
478c5b21a7b825aacf939c2246dbe3c86c42e5ebe0ab20c724d2bbe649a61991537b2c51557d09267d6dc1ddb521721cb9459dc703575dbc59d825cb082ebb95	common_voice_en_37323811.mp3	Anderson played football at New Madrid County Central High School.	2	0			Русский		en	
48c0db85815e22917d57df723c6892f0ac02b04d04753dfbf155b18fc803f427643482137f444661afdeffa4990a2fd2854b14711707ad427197ab03c4fa2137	common_voice_en_37684675.mp3	Sometimes "dog Latin" can mean a poor-quality attempt at writing genuine Latin.	3	0			Scottish English,Scottish English (West Coast),Scottish English (Ayrshire)		en	
49518b0d6dc530fcb03351c761b8b69aba18a29400ec4510ccfc214f1905114cc6fb992128c51bbba73e54db9cb9e534446ebc5f27748ea922d1913e0635ac2e	common_voice_en_37406712.mp3	Tulsita is served by the Pettus Independent School District.	2	0	fourties	male	United States English		en	
4c02e90bcd2496709ef88d7b3fa231763e33e00a9ee37504b940530ced8e3e852259137044fcce5886496597689c70ee075bdeac24e0f9ce935b9dfb1a6104c3	common_voice_en_37469227.mp3	In the series' final issue, the dark double killed the original, gaining autonomy.	2	0					en	
4d4909259f819ab0bce15913e04ca6952355bce0031e32a5645a616b3c855e18dbc0041f0890a60a9c17f6446524395479e71519a9fd688dd3166d9457804d99	common_voice_en_37670158.mp3	Marathi is the most common language spoken here.	2	0	twenties	male	Tibetan American 		en	
4ee41c6077a282ce09bd062153280eb9ca6696b54983b8607b95252a1759f3b93cb83b8195af508ba38b73ee7794c446ec9e75a6f66fb17aba14da365474b074	common_voice_en_37513347.mp3	He opened both eyes, looked at the rope, and grinned.	2	0			Non native English		en	
4ff3e527454233540c0e1bd36a08a43adc4948384aaf3d9284a7184a76fa107091d2094a83b5f93b1f2985d411e1b2df27f1b61c8882ced077683621c06be2a2	common_voice_en_37968353.mp3	She also has written some lyrics for her mother Seiko Matsuda's songs.	6	0			United States English,Spanish,Very sexy ,Very good,I sound professional 		en	
52c6f75efd08d032de43934e9a7eac91d8340c75e77d8b41ae8cea08b8d5c5cd06c24dc756ce8aa6f5b5b7c3f0e29d69fec9fa6b2191de4b4a1b85fc1bcfab99	common_voice_en_37655987.mp3	Its title is derived from Metallica's debut album, "Kill 'Em All".	2	0					en	
531e3d578098cd898e57f99af520a16d1710cd4d2e39c0ff7d11162a6d875965ae0b94d580dd919944c8b5fb857eb76af784766de07b642beb1ef836bc0385e3	common_voice_en_37357034.mp3	Michelson has had interest in languages and syntax both for computers and spoken communication.	2	0					en	
533cd9a7f8448dbc92421e113783f70a412a8f8361ff2af16434e0b3cfe7cf01148decf9129ffa26dd77c65d058581db03bf41dbf2700c2ac6ecda5febe599fe	common_voice_en_37937553.mp3	The front sight is winged and incorporates a bayonet lug.	2	0	thirties	male	Southern African (South Africa, Zimbabwe, Namibia)		en	
536c5f522c97e82fb09e605449146fc5233addd75b2bebf3703c67c78dea3bcf902d56e17253b917c749c0f6d8377e85cf45a85fb21f13e833902d323e09ec36	common_voice_en_37568539.mp3	Pubs filled up with people sitting out the delays.	2	0					en	
55f6bb20a0c69ca6af9d4381b7e3d1229bc7ae0d8c7c359c8541d9d38f50e265ed8d1c34a745b6c86127adf875577b18c41d79e2c8508703e538990abfb19acc	common_voice_en_37931440.mp3	The parallels to the French Resistance and the Nazi occupation are clear, however.	2	0	twenties	female	Canadian English		en	
568e9875da0e36a3b97ea5ffe12aa88ba6f7f45ac4c92c675856d51159132aba9fdec879e054d62b7d16c5ce8213374b7ed297edc2776d41d311c5532ad2cce8	common_voice_en_37431315.mp3	Fossils from at least seven other potential species have also been discovered.	2	0					en	
5939a6511ed81b062af2990c874bec28e679a3cb35994f3cb0d419c8f8ea29e8ce08e2f11e103f5ba59158c3ff56285d1933ce3d760c5013cf36a8e212ba1d65	common_voice_en_37451535.mp3	Many restaurants and nightclubs offer live entertainment on the weekends.	2	0	fourties	female			en	
59d6dee39463007eccb052e36242eda1208e1d6526fffe96ecf3677524e5a6cbeae3d676bcd7ee747d796d6a4fef815e8f6e48df8cf5f163c7b25c39a45d4e0e	common_voice_en_37615196.mp3	I think heroes should be flawed.	2	0					en	
5a9f85f86b38326145c24682f1eb502d921a9aae09c00764b78880a5928b3b4b9a42a1e90c9e03b1a3f936027887ebdd0d4282fafc8b659742ef40f33d5ab16d	common_voice_en_37627009.mp3	Indeed, "Berlin work" became practically synonymous with "canvas work".	2	0	twenties	male	India and South Asia (India, Pakistan, Sri Lanka)		en	
5d4ce133dec30082b30a83d744f28c20d46c68cc810baae8893ec5e080414e38668ff6eafc1415223cdb227a739b62e606a583f260ba03e48ee5bb4c8bb7f00f	common_voice_en_37850176.mp3	The original campus was located in Caine Road, Mid-Levels, Hong Kong.	2	0					en	
5e21df07e96c79fbb65796dc5525dca3e6d171eaa1a7f9312e041115a136d47bedc828542d466d888e280e7a9ad924e430891cf0f362868948ac66f615412891	common_voice_en_37800525.mp3	Most of Bosquet's best sellers were published by Covered Bridge Press.	2	0	teens	female	United States English		en	
5f16d2c3e2fa3bf3d38a0bae0a97497591789e8369862c6e26e164ab758cd389eb3a89af6b3bc32e3c19fe317720cb0e2ad2756ba432eb3335678ba589c9695e	common_voice_en_37787708.mp3	In Amusement Today's annual Golden Ticket Awards, "Kumba" has consistently ranked highly.	2	0					en	
5f511268a26695b98c23058a3b0d36621ccc4a4c170772d336d0ea007341ed81301aaabd86849b0b0cda614b97239d29542aa77d0647cc138eaa1ed77c88a978	common_voice_en_37832482.mp3	Aubameyang was named man of the match.	2	0					en	
6025bbefc87c563d4b5d5cb65a6d0e989ebc4f08565313af4ca9f56c971721fe617e0ee51a29e520639baf03a6582eea4bf115d2c9dd2af66bbc9230e80afd61	common_voice_en_37285575.mp3	He proved to be effective, but injury prone, in his years with Detroit.	2	0					en	
60a954f712c134f10090763d33ad1001d664363cbe1013d1a9214b06f52fb9c9d79eeba52455d007b82feaf56a326c7d53b1b9dc3fb24bbe47a009e2d7dc3de1	common_voice_en_37464167.mp3	This piece was accorded such a warm reception that it played for seventy-five performances.	2	0					en	
617541425728868b0f89e5592104ab8ecf61620d563c28102d7ef74b3c3c88c636267f40d3d1694bf85220831b018d0799bf08ec2457fad823f41bb1f4b0ce60	common_voice_en_37527521.mp3	IndieGames dot com is Gamasutra's sister site dedicated to reporting on indie games.	2	0	thirties	male	United States English		en	
65351df4d0acb199b7fa208cb7451b9340d7686609ba78686514202a77a9c52183923307d73d292e74e815a430b333ca4f08a399c9380fdfdcdf8c8ad937f0ff	common_voice_en_37793726.mp3	He had suffered a significant stroke.	2	0					en	
655918613c6ee5e4c5b9d55498da1bcccd44e173ddce97d2f8f08f5739fc05c8143469680378555b8f972c0796739e6edb2cad5e7d72c41efa1cc0c577748b27	common_voice_en_37523516.mp3	She starred alongside the American actor Hartley Power in "Lady Behave".	2	0					en	
669d5810c27062a1d2c8aa2481c6511ca3e8376f2c9b957c22904548932abb221563034a2db701c6c915f437e9b40562df621ff5a644635926b08887d1849e2e	common_voice_en_37431041.mp3	Floreale and Farrington began to write songs together.	2	0					en	
686442828522f038bed81372bbc9ed9566582df370f8ff75ea1c4e3f7d10e18b8c8f26a1178f1541ed5663ecba684c002e8535b38e6e39a0124c17fc867a4900	common_voice_en_37482660.mp3	This allowed for what today is known as multimedia experiences.	2	0			England English		en	
68961ff355a5a21c372fd9111970b137e6b3683196e89685eb94fb3d38582891b903ebd63524d6323491d12d1ad30f0e6ceb046c5f058b9fa4ff200a6d0658ac	common_voice_en_37404927.mp3	Jan-Eirik Nilsskog was the main engineer that built the bridge.	2	0					en	
68caafdf147c42aa78002abb9c2ac5b61f36b8c8ec4773aea7f74ef7e703458d18f483b9a6d8ece6fa16789d838b6b9affc9a0ae2b79cbf83d3cd50fc2ee58d2	common_voice_en_37805700.mp3	He worked in financial institutions and banking in New Jersey.	2	0	twenties	male	England English		en	
68df3c2c6ba5739d75e266c8904cc6e3731b958641382d23579dc7ffb36f086d9b9811efc4b32a611a6264b7a4d3eb546232a1d918128bb2ac297acb59c56c63	common_voice_en_37290997.mp3	He refused to work on Sundays.	6	0					en	
6991abc31cd59ab36812a9d13593ebfbd7a2280abe4f46f59bfb1c48b34e4b21cc3259c397cf472436fd67bd589e8fbab7edd7deb087c825a32b61289cae17c8	common_voice_en_37396863.mp3	He also wrote for "Vanity Fair".	2	0	twenties	other			en	
69b04d7c965abe82e6eec0916a8d8f893f376098d2045fda5baf92811d2c3bb89cb906fb203ec25d1da7248acee02e43d5eaa991e3a55d28c6793341dbd22296	common_voice_en_37405615.mp3	Robert H. Clement.	2	0					en	
6bcb764f3d71d46daef122e0d61c1522c6558e26aa342118b55eb93d86caaa980c61cb96613935d6bdf646c5b45ebae616815ffe5954b261491cabe5eae4032c	common_voice_en_37398082.mp3	The episode falsely implies that Colt gave Cody his nickname of Buffalo Bill.	2	0	twenties	male			en	
6f96c34a253e269a77e035880a77cbae4a24b109a68d092df4ae32555efa8fec094611306275debb641fe17ca5106f7e8626a68136338b1200a3a743690e0a09	common_voice_en_37984758.mp3	Porcelain and stoneware are ideal for displaying the surface patterns obtained through saggar firing.	2	0			Canadian English		en	
73f8387bcf60743c03552dc9dbb850d216a9cd00f8faf3b8dc6427110adcaae95e2ce2fcc9efa67b040b8cd7b5a7416df22ba23708d4a3a0fac743b8cab7fba1	common_voice_en_37781166.mp3	The site was created in six hours.	2	0					en	
740d51bc6270fdb317d09ca3c29f1a11181c7b690a22751b9b62477290d8b0f1bc3ee7d92cf1eaef0a2d0157729d1d5ca85a4f8bf4c62828f04f145376c5d627	common_voice_en_37475407.mp3	Participants at a key signing party are expected to present adequate identity documents.	2	0					en	
74a6f5984f8f7a055269fa59fb7f6b5af9c4f587d018ef0d77d0bb74a8d2e3108091df7687c7fd258fdfacfb0f12c6d0d2f1f98e2bc1b0fea9edd465b77f2612	common_voice_en_37396012.mp3	Mary Frierson was born in Memphis, Tennessee.	2	0			United States English		en	
75efa1aea0f53e2b6726064fc31980429bbbcbcdb3b10b91b1444064c3d8dd278c6a91b8f276d0992f9ae48ac493f6cc1bfa6330d421f4d46f3bc19c20017361	common_voice_en_37789528.mp3	To the east of the railway station lies a community centre and primary school.	2	0			United States English		en	
7638c31df3d76068804aff7b183a07af9bbee296cdad7ac10b19c7f96a420728e5f15725ef57ef8e005b8dd6bed05e35663aa72e4951ef03f70bb04b1afa1ae0	common_voice_en_38015607.mp3	The magazine was formerly headquartered in Greensboro, North Carolina.	2	0	teens	female	Southern African (South Africa, Zimbabwe, Namibia)		en	
76cd4a435af90956ec23646023caa33194aa42df51de0470fadcaf15f28e48e667a87a12510bbd5a56c21241a61340857c0d73d78a966fe226e3168231fdc4ac	common_voice_en_37569270.mp3	It is used by several commercial game studios and educational institutions.	2	0					en	
77942f561de7e977fe0b4e02d2e519d8163be890fe41317f4f81d55d46b08559cef833ad19a0da3d46d18b05ab9004fbb237e093a935613c61e679fea91602f1	common_voice_en_37469377.mp3	This is made obvious in the novel of the film.	2	0					en	
77ca9a658ee8b02ee75f68261da77a8d950751237976bdf76fdb845c8dd931f9cf2d21971ed1831ddb1c7efb30e0da1b320f8ecce995ba1cc9b0c95afb319e63	common_voice_en_37553551.mp3	This primary contradiction has plagued mankind for millennia.	3	0			United States English		en	
783d8646bf1b44bf053a964f81a4f3f3d8e95abeae3b79ff9cc151a4e96e6a6f08a430ab7ae30a8ca53457097dd831a7559bbe31b8fd0eafbb8c3bfe1078d93b	common_voice_en_37854506.mp3	Rentier state theory foregrounds important puzzles in contemporary politics.	3	0	thirties	male			en	
7874cb5406b370ccd18c862ce74b0e5904e68081d9e17904d8f5be0554faffc6b285e20fa280b5830a4e1f68d1706c073598a67d197d2c91d1407611d15761d2	common_voice_en_37382171.mp3	On their second day, they join a group scuba dive.	2	0			Scottish English		en	
7c3b348f74883675ed73f343ea8d97d4885f87ca831448ae2650ac7bcb5aabff03e984e0b1e8c51c3d754bb7ad91657129b724451e04cc9b754820f27523b669	common_voice_en_37395164.mp3	It is one of seven Fairfield Townships statewide.	2	0			United States English		en	
7cadb8ea25ee007a545de95f5b168fbbd09359b39c75c3ce8315d8e6792ea1e0dfa0cbecb2cee9d2be11e6926f6626edcbe1511bb76a0a34fc95d43f6b17e0ed	common_voice_en_37717566.mp3	Lipscomb spent most of his life working as a tenant farmer in Texas.	4	0			United States English,Australian English		en	
7d9e65a18d299847cb898c7fae0453a17cbe942f797ce38e7b191d474c7121b67628885f2b637407622446712ef46c81e14be3bed524d73cbe630b0b0ace9be4	common_voice_en_37365970.mp3	In practice, the atmospheric extinction and dust reduces this number somewhat.	2	0			Canadian English		en	
805f7e13e5931a044e4f01f69e10d4e5f8305a9cb19c0d184b348ae0e09d10812f622995c4464e5fbe73eed55f76f9bef790ea35f84db461f5155825eccacd55	common_voice_en_37846850.mp3	He recorded the story of that eventful voyage in his book, "Deck and Port".	2	0					en	
80c419a3c38a283df199de8281690f5fa0808a3d2b79b0cb05ec39bda7db9776d0e768064fa9ed9eb90f6d33b649503f4585bd497b10194ff2445d0c416fb683	common_voice_en_37302098.mp3	The album closer, "Oceans Have No Memory", is a previously unreleased full band version.	2	0			New Zealand English		en	
82219740ddb7a24d5a15cfa7b2a31645f2a71b94c6ce8ee6b50b8eb8491fd0eabeef15f3a9fa15e4ec11293fd2900a780ac95a57aef71637723ec89a4a57fca9	common_voice_en_37655099.mp3	Babinet was interested in the optical properties of minerals throughout his career.	2	0			Yoruba		en	
83eb885249308e858f68cfb9007c5c6f566135eb6807177c855a2f3a3b11d44c90e16d36b9d12bf58ce02a2655850aa3e42863a74cc12c123592d5de137f2220	common_voice_en_37893302.mp3	The historical assembly-hall was declared a protected industrial monument.	2	0					en	
